user_ref,event_ts,step_index,behavior_type,category_slug,product_id,price_bucket,device_type,search_query,session_id,target_next_category_slug
user_0007,2026-01-22T18:32:42Z,4,add_to_cart,gaming-laptops,16,above_2000,desktop,,user_0007_sess_03,gaming-laptops
user_0007,2026-01-22T18:36:54Z,5,checkout,gaming-laptops,16,above_2000,desktop,,user_0007_sess_03,gaming-laptops
user_0007,2026-01-22T18:39:01Z,6,pay_order,gaming-laptops,16,above_2000,desktop,,user_0007_sess_03,
user_0007,2026-02-01T00:27:00Z,1,search,ultrabooks,0,unknown,mobile,around 800 ultrabook,user_0007_sess_04,ultrabooks
user_0007,2026-02-01T00:34:29Z,2,view_product,ultrabooks,21,500_1000,mobile,,user_0007_sess_04,ultrabooks
user_0007,2026-02-01T00:41:36Z,3,chatbot_ask,ultrabooks,21,500_1000,mobile,Would AirLite 13 work well for light office work and travel?,user_0007_sess_04,
user_0007,2026-02-09T00:52:00Z,1,search,bags-stands,0,unknown,tablet,gia do for device protection,user_0007_sess_05,bags-stands
user_0007,2026-02-09T00:58:02Z,2,search,bags-stands,0,unknown,tablet,gia do for device protection sale,user_0007_sess_05,bags-stands
user_0007,2026-02-09T01:06:22Z,3,view_product,bags-stands,98,under_500,tablet,,user_0007_sess_05,bags-stands
user_0007,2026-02-09T01:10:47Z,4,view_product,bags-stands,92,under_500,tablet,,user_0007_sess_05,bags-stands
user_0007,2026-02-09T01:16:52Z,5,save_item,bags-stands,98,under_500,tablet,,user_0007_sess_05,
user_0007,2026-02-16T05:19:00Z,1,search,bags-stands,0,unknown,tablet,backpack for business travel,user_0007_sess_06,bags-stands
user_0007,2026-02-16T05:23:30Z,2,view_product,bags-stands,91,under_500,tablet,,user_0007_sess_06,bags-stands
user_0007,2026-02-16T05:27:36Z,3,compare_item,bags-stands,92,under_500,tablet,,user_0007_sess_06,
user_0007,2026-02-20T10:16:00Z,1,search,bags-stands,0,unknown,unknown,BenQ pouch for daily commute,user_0007_sess_07,bags-stands
user_0007,2026-02-20T10:19:37Z,2,view_product,bags-stands,99,under_500,unknown,,user_0007_sess_07,bags-stands
user_0007,2026-02-20T10:26:13Z,3,add_to_cart,bags-stands,99,under_500,unknown,,user_0007_sess_07,bags-stands
user_0007,2026-02-20T10:27:16Z,4,checkout,bags-stands,99,under_500,unknown,,user_0007_sess_07,bags-stands
user_0007,2026-02-20T10:29:16Z,5,pay_order,bags-stands,99,under_500,unknown,,user_0007_sess_07,
user_0008,2026-01-12T10:52:00Z,1,search,tablets,0,unknown,mobile,Microsoft ipad for study sessions,user_0008_sess_01,tablets
user_0008,2026-01-12T10:58:24Z,2,view_product,tablets,49,1000_2000,mobile,,user_0008_sess_01,tablets
user_0008,2026-01-12T11:02:56Z,3,compare_item,tablets,47,500_1000,mobile,,user_0008_sess_01,
user_0008,2026-01-19T16:36:00Z,1,search,ultrabooks,0,unknown,mobile,premium light laptop,user_0008_sess_02,ultrabooks
user_0008,2026-01-19T16:37:19Z,2,view_product,ultrabooks,26,1000_2000,mobile,,user_0008_sess_02,ultrabooks
user_0008,2026-01-19T16:44:56Z,3,save_item,ultrabooks,26,1000_2000,mobile,,user_0008_sess_02,
user_0008,2026-01-27T22:08:00Z,1,search,business-laptops,0,unknown,desktop,around 1500 work laptop,user_0008_sess_03,business-laptops
user_0008,2026-01-27T22:09:23Z,2,view_product,business-laptops,4,1000_2000,desktop,,user_0008_sess_03,business-laptops
user_0008,2026-01-27T22:11:36Z,3,compare_item,business-laptops,6,1000_2000,desktop,,user_0008_sess_03,
user_0008,2026-02-04T02:27:00Z,1,search,ultrabooks,0,unknown,desktop,mid range nhe,user_0008_sess_04,ultrabooks
user_0008,2026-02-04T02:34:43Z,2,view_product,ultrabooks,27,500_1000,desktop,,user_0008_sess_04,ultrabooks
user_0008,2026-02-04T02:41:10Z,3,add_to_cart,ultrabooks,27,500_1000,desktop,,user_0008_sess_04,ultrabooks
user_0008,2026-02-04T02:48:30Z,4,checkout,ultrabooks,27,500_1000,desktop,,user_0008_sess_04,ultrabooks
user_0008,2026-02-04T02:49:58Z,5,pay_order,ultrabooks,27,500_1000,desktop,,user_0008_sess_04,
user_0009,2026-01-13T09:06:00Z,1,search,chargers-cables,0,unknown,desktop,charger for desk setup,user_0009_sess_01,chargers-cables
user_0009,2026-01-13T09:09:15Z,2,view_product,chargers-cables,88,under_500,desktop,,user_0009_sess_01,chargers-cables
user_0009,2026-01-13T09:17:27Z,3,save_item,chargers-cables,88,under_500,desktop,,user_0009_sess_01,
user_0009,2026-01-18T12:43:00Z,1,search,keyboards-mice,0,unknown,desktop,best ban phim under 500,user_0009_sess_02,keyboards-mice
user_0009,2026-01-18T12:46:16Z,2,view_product,keyboards-mice,76,under_500,desktop,,user_0009_sess_02,keyboards-mice
user_0009,2026-01-18T12:47:30Z,3,view_product,keyboards-mice,72,under_500,desktop,,user_0009_sess_02,keyboards-mice
user_0009,2026-01-18T12:50:39Z,4,chatbot_ask,keyboards-mice,76,under_500,desktop,What should I know before buying Razer Arena Mouse Pro?,user_0009_sess_02,
user_0009,2026-01-23T16:29:00Z,1,search,keyboards-mice,0,unknown,desktop,Keychron peripheral for coding sessions,user_0009_sess_03,keyboards-mice
user_0009,2026-01-23T16:37:28Z,2,view_product,keyboards-mice,72,under_500,desktop,,user_0009_sess_03,keyboards-mice
user_0009,2026-01-23T16:42:36Z,3,add_to_cart,keyboards-mice,72,under_500,desktop,,user_0009_sess_03,keyboards-mice
user_0009,2026-01-23T16:46:20Z,4,checkout,keyboards-mice,72,under_500,desktop,,user_0009_sess_03,keyboards-mice
user_0009,2026-01-23T16:52:28Z,5,pay_order,keyboards-mice,72,under_500,desktop,,user_0009_sess_03,
user_0009,2026-01-31T20:47:00Z,1,search,keyboards-mice,0,unknown,desktop,value pick keyboard,user_0009_sess_04,keyboards-mice
user_0009,2026-01-31T20:54:13Z,2,view_product,keyboards-mice,75,under_500,desktop,,user_0009_sess_04,keyboards-mice
user_0009,2026-01-31T20:56:23Z,3,add_to_cart,keyboards-mice,75,under_500,desktop,,user_0009_sess_04,keyboards-mice
user_0009,2026-01-31T21:03:02Z,4,checkout,keyboards-mice,75,under_500,desktop,,user_0009_sess_04,keyboards-mice
user_0009,2026-01-31T21:10:34Z,5,pay_order,keyboards-mice,75,under_500,desktop,,user_0009_sess_04,
user_0009,2026-02-09T01:00:00Z,1,search,keyboards-mice,0,unknown,desktop,best ban phim budget,user_0009_sess_05,keyboards-mice
user_0009,2026-02-09T01:02:07Z,2,view_product,keyboards-mice,76,under_500,desktop,,user_0009_sess_05,keyboards-mice
user_0009,2026-02-09T01:08:14Z,3,view_product,keyboards-mice,72,under_500,desktop,,user_0009_sess_05,keyboards-mice
user_0009,2026-02-09T01:13:24Z,4,chatbot_ask,keyboards-mice,76,under_500,desktop,Is Arena Mouse Pro a good pick for home office?,user_0009_sess_05,
user_0009,2026-02-15T07:25:00Z,1,search,keyboards-mice,0,unknown,desktop,under 500 ban phim,user_0009_sess_06,keyboards-mice
user_0009,2026-02-15T07:27:27Z,2,view_product,keyboards-mice,77,under_500,desktop,,user_0009_sess_06,keyboards-mice
user_0009,2026-02-15T07:35:53Z,3,view_product,keyboards-mice,76,under_500,desktop,,user_0009_sess_06,keyboards-mice
user_0009,2026-02-15T07:40:03Z,4,save_item,keyboards-mice,77,under_500,desktop,,user_0009_sess_06,
user_0009,2026-02-24T13:21:00Z,1,search,business-laptops,0,unknown,unknown,best van phong premium,user_0009_sess_07,business-laptops
user_0009,2026-02-24T13:22:06Z,2,view_product,business-laptops,9,1000_2000,unknown,,user_0009_sess_07,business-laptops
user_0009,2026-02-24T13:26:16Z,3,add_to_cart,business-laptops,9,1000_2000,unknown,,user_0009_sess_07,business-laptops
user_0009,2026-02-24T13:32:29Z,4,checkout,business-laptops,9,1000_2000,unknown,,user_0009_sess_07,business-laptops
user_0009,2026-02-24T13:37:38Z,5,pay_order,business-laptops,9,1000_2000,unknown,,user_0009_sess_07,
user_0010,2026-01-19T07:47:00Z,1,search,smartphones,0,unknown,mobile,android for travel photos,user_0010_sess_01,smartphones
user_0010,2026-01-19T07:51:21Z,2,search,smartphones,0,unknown,mobile,android for travel photos battery,user_0010_sess_01,smartphones
user_0010,2026-01-19T07:57:23Z,3,view_product,smartphones,40,500_1000,mobile,,user_0010_sess_01,smartphones
user_0010,2026-01-19T08:02:35Z,4,view_product,smartphones,39,500_1000,mobile,,user_0010_sess_01,smartphones
user_0010,2026-01-19T08:05:01Z,5,chatbot_ask,smartphones,40,500_1000,mobile,Is Nova Lite 14 Pro a good pick for daily communication?,user_0010_sess_01,
user_0010,2026-01-21T10:56:00Z,1,search,smartphones,0,unknown,mobile,dien thoai for travel photos,user_0010_sess_02,smartphones
user_0010,2026-01-21T11:03:25Z,2,view_product,smartphones,36,1000_2000,mobile,,user_0010_sess_02,smartphones
user_0010,2026-01-21T11:04:34Z,3,add_to_cart,smartphones,36,1000_2000,mobile,,user_0010_sess_02,smartphones
user_0010,2026-01-21T11:12:12Z,4,checkout,smartphones,36,1000_2000,mobile,,user_0010_sess_02,smartphones
user_0010,2026-01-21T11:13:33Z,5,pay_order,smartphones,36,1000_2000,mobile,,user_0010_sess_02,
user_0010,2026-01-30T16:33:00Z,1,search,gaming-laptops,0,unknown,desktop,Gigabyte choi game for video editing,user_0010_sess_03,gaming-laptops
user_0010,2026-01-30T16:35:35Z,2,view_product,gaming-laptops,18,above_2000,desktop,,user_0010_sess_03,gaming-laptops
user_0010,2026-01-30T16:39:48Z,3,add_to_cart,gaming-laptops,18,above_2000,desktop,,user_0010_sess_03,gaming-laptops
user_0010,2026-01-30T16:46:55Z,4,checkout,gaming-laptops,18,above_2000,desktop,,user_0010_sess_03,gaming-laptops
user_0010,2026-01-30T16:51:35Z,5,pay_order,gaming-laptops,18,above_2000,desktop,,user_0010_sess_03,
user_0010,2026-02-05T17:33:00Z,1,search,smartwatches,0,unknown,unknown,mid range wearable,user_0010_sess_04,smartwatches
user_0010,2026-02-05T17:40:03Z,2,view_product,smartwatches,52,500_1000,unknown,,user_0010_sess_04,smartwatches
user_0010,2026-02-05T17:48:47Z,3,compare_item,smartwatches,53,under_500,unknown,,user_0010_sess_04,
